"Title","Release Year","Genre","Content Rating","Runtime","Critic Rating","Audience Rating","Difference"
"Winchester","2018","Drama","PG-13",99,13,32,-19
"Wind River","2017","Drama","R",111,88,90,-2
"Windtalkers","2002","Drama","R",134,33,50,-17
"Winged Migration","2003","Documentary","G",91,95,87,8
"Winnie the Pooh","2011","Animation","G",69,91,80,11
"Winter's Bone","2010","Drama","R",99,94,76,18
"Winter's Tale","2014","Drama","PG-13",118,13,43,-30
"Wish I Was Here","2014","Comedy","R",107,47,59,-12
"Without a Paddle","2004","Comedy","PG-13",99,14,68,-54
"Wolf Creek","2005","Action & Adventure","R",95,53,49,4
"Won't Back Down","2012","Drama","PG",121,35,61,-26
"Won't You Be My Neighbor?","2018","Documentary","PG-13",94,97,94,3
"Wonder","2017","Drama","PG",113,85,88,-3
"Wonder Boys","2000","Comedy","R",112,82,83,-1
"Wonder Park","2019","Animation","PG",85,34,44,-10
"Wonder Wheel","2017","Drama","PG-13",101,31,41,-10
"Wonder Woman","2017","Action & Adventure","PG-13",141,93,86,7
"Wonderland","2003","Drama","R",104,34,65,-31
"Wonderstruck","2017","Drama","PG",117,68,55,13
"Wordplay","2006","Documentary","PG",94,94,80,14
"World Trade Center","2006","Drama","PG-13",129,67,60,7
"World War Z","2013","Action & Adventure","PG-13",115,66,72,-6
"World's Greatest Dad","2009","Comedy","R",99,88,67,21
"Wrath of the Titans","2012","Action & Adventure","PG-13",99,27,49,-22
"Wreck-it Ralph","2012","Animation","PG",101,87,86,1
"X-Men","2000","Action & Adventure","PG-13",104,81,83,-2
"X-Men Origins - Wolverine","2009","Action & Adventure","PG-13",108,37,58,-21
"X-Men: Apocalypse","2016","Action & Adventure","PG-13",143,47,65,-18
"X-Men: Days of Future Past","2014","Action & Adventure","PG-13",131,90,91,-1
"X-Men: First Class","2011","Action & Adventure","PG-13",126,86,87,-1
"X-Men: The Last Stand","2006","Action & Adventure","PG-13",105,57,61,-4
"X2: X-Men United","2003","Action & Adventure","PG-13",134,85,85,0
"XXX","2002","Action & Adventure","PG-13",124,48,58,-10
"Year One","2009","Action & Adventure","PG-13",97,14,23,-9
"Yes Man","2008","Comedy","PG-13",104,46,66,-20
"Yes, God, Yes","2020","Drama","R",78,94,68,26
"Yesterday","2019","Comedy","PG-13",116,63,89,-26
"Yogi Bear","2010","Action & Adventure","PG",80,13,34,-21
"You Can Count On Me","2000","Drama","R",109,95,88,7
"You Don't Mess With the Zohan","2008","Comedy","PG-13",113,38,45,-7
"You Kill Me","2007","Comedy","R",92,78,59,19
"You Were Never Really Here","2018","Drama","R",90,89,65,24
"You Will Meet a Tall Dark Stranger","2010","Comedy","R",98,46,33,13
"You're Next","2013","Drama","R",94,78,60,18
"You, Me and Dupree","2006","Comedy","PG-13",109,20,50,-30
"Young Adult","2011","Comedy","R",94,80,49,31
"Your Highness","2011","Comedy","R",102,28,34,-6
"Your Name. (Kimi No Na Wa.)","2017","Animation","PG",106,98,94,4
"Your Sister's Sister","2012","Comedy","R",90,83,66,17
"Yours, Mine & Ours","2005","Comedy","PG",88,6,51,-45
"Youth","2015","Comedy","R",118,72,69,3
"Youth Without Youth","2007","Drama","R",125,32,44,-12
"Youth in Revolt","2010","Comedy","R",90,66,52,14
"Zack and Miri Make a Porno","2008","Comedy","R",101,66,66,0
"Zathura: A Space Adventure","2005","Action & Adventure","PG",101,76,51,25
"Zatôichi (The Blind Swordsman: Zatoichi)","2003","Action & Adventure","R",115,87,88,-1
"Zero Dark Thirty","2013","Drama","R",157,91,80,11
"Zombieland","2009","Comedy","R",87,89,86,3
"Zombieland: Double Tap","2019","Action & Adventure","R",99,68,88,-20
"Zookeeper","2011","Comedy","PG",101,14,41,-27
"Zoolander","2001","Comedy","PG-13",89,64,80,-16
"Zoolander 2","2016","Comedy","PG-13",102,22,20,2
"Zootopia","2016","Action & Adventure","PG",108,98,92,6
"mother!","2017","Drama","R",120,68,51,17
"xXx: Return of Xander Cage","2017","Action & Adventure","PG-13",102,45,37,8
"xXx: State of the Union","2005","Action & Adventure","R",100,17,32,-15
